BARBARIAN;
Dwarves are short and stocky, easily identifiable by their size and shape. They have ruddy cheeks, dark eyes, and dark hair. Dwarves tend to be dour and taciturn. They are given to hard work, and care little for most humor. They enjoy beer, ale, mead, but most of all, they love gold. There are four racial divisions of dwarves within the realms: shield dwarves, gold dwarves, wild dwarves, and duergar.;
He is obsessed with finding rubies. He will take a hand full of rubies over a chest full of gold any day.;
He secretly hates beer as it's too bitter. Dwarf drinks rum instead.;
He is very attracted to halflings, vastly more so then to other dwarves. But they'd never let their parents find out.;
He constantly 'chalks up' their hands with dirt or dust from rocks to better their grip on their weapon.;
He is scared of orcs, but does everything humanly possibly to deny this.;
Believes he was chosen by their God to do something important. But dwarf has no idea what it is...for now.;
Dwarf can't let a dare or slight against his courage slip by him. Always bites when someone calls him a chicken.;
Likes to hum 'Heigh Ho' to themselves. When asked why, they fervently deny it saying, 'I was not.';
He has an obsession with staking claims throughout the adventure in search of ore and gems. Has personalized metal spikes.;
He actually likes elves ever as one saved them as a child.;
Is very tall for a dwarf and proudly boasts about this often, even when in the company of races much taller than him.;
Likes to keep/store spare tools in his beard.;
Decorates their equipment with menacing spikes. While dwarves look rusty, they are of the highest quality craftsmanship.;
Dwarf doesn't actually drink alcohol. They just case prestidigitation on water to look and taste like alcohol.;
Convinced that a pick-axe is the best melee weapon.;
Obviously dyes their beard. Dwarves are streaks of gray that have been colored to match their original shade, but don't exactly match. Vigorously denies that they dye their beard.;
Dislikes wearing shoes and prefers to be closer to the earth. Often tries to show off his feet calluses.;
Always picks their teeth with a sliver of a stone from their home.;
Tends to be more curious when encountering monstrous humanoids like Orcs or Goblins rather than outright hostile.;
Dwarf has ornate metal bands adorning their beard, of brass and bronze, decorated to pay homage to the adventures they have been on so far.;
Always carries around a small personal cask of ale for emergencies. Dwarf is concerned with filling it immediately after it empties, holds 4 servings of ale.;
Is usually snacking on some form of hard cheese or salted meat.;
Dwarves grimace and complain when they are outside for too long and have not been in a cave, mine, or other underground area for more than 8 days.;
Keeps a record of the giants they've killed with notches in their axe or war hammer handle.;
Dwarf can't understand complicated plans, or they refuse to try. It should be plain and simple, otherwise he drools or something of the like.;
Dwarf builds tiny servants of limited-sentience. Calls them his babies.;
Incredibly and uncomfortably affectionate when drunk.;
Refuses to wear or wield non-dwarven arms and armor.;
Has a metal lower jaw after an unfortunate forge accident. As a result their mouth is always slightly open and the tinniest bit crooked... just enough to irritate the obsessive compulsive.;
He cannot grow a beard, only a moustache.;
Can only grow a beard, no mustache.;
Carries around a small etching of his beautiful wife. Likes to show it off to everyone at every opportunity they get. Reacts badly to anyone who doesn't praise their partners luscious beard.;
Has a large nose that turns red whenever it's cold outside or when he's drunk. Hates being called 'Rudolph'.;
Is very bigoted towards the underdark and everyone/thing from there. Dwarf will often blame problems on the surface world on the underdark. Political corruption? Probably a mind flayer. Those things are real you know. The underdark, such an awful place.;
Likes reading history, especially about heroes and battles that are often overlooked in traditional history books.;
Carries a flask of infinite ale around with them, however, they never seem to be drunk.;
He is missing an eye and he replaced it with a chunk of gold craved to look like an eye.;
Yells unique expletives when angry, such as 'Balldersmith!', 'Haggis!' or 'SON OF AN ELF!';
Hates heights and actively avoids climbing unless they must.;
Is petrified of open water. Dwarf can't swim.;
Skin is so rough that he can light a match on any part of his body.;
Has large hands for someone his size.Hair grows on his knuckles. Carrying things are much easier, as is crushing eggs.;
Thinks mind flayers don't exist, these are just rumors and urban legends. Scoffs at the idea of slaad's too.;
Skilled at playing a harp due to lessons their mother made them take as a child. Is deeply embarrassed by this as harp-players are supposed to be romantic fortune tellers in their clan.;
Attempts to wrestles beasts/animals before hitting them with a weapon.;
Uses dyes made of crushed gems and similar substances to dye hair and beard wild colours.;
Has a stooped posture out of shame for their unnaturally tall and un-dwarf-like body.;
Takes precautions against being out in daylight for too long out of fear for its effects. All the above ground races are constantly exposed to it, after all, and they can't grow decent beards to save their life.;
Carries (does not wear) a copper ring with intricate carvings on its circumference. It is obviously important to them, but they're reluctant to say why.;
Has an intense fascination for plants. Likes flowers the most, with an especial interest for lilies.;
Has a small pet bird for a companion, enjoys whistling songs with it.;
 Talks in his sleep. Has a tendency to admit embarrassing things late at night.;
Collects random animal parts, herbs, spices, and other unique ingredients in an attempt to craft the best ale in the world. Loves this hobby.;
Carries around a small piece of rock and will throw it at opponents in an attempt to distract them for a tick.;
Grew up under a desert. As a result, they're fascinated by ponds and rivers. They like spending their down time by a source of water and can stare at lakes for hours.;
Carries around their own beer stein (its 2 to 3 times the size of a regular one) and will only drink from it.;
Having spent the vast majority of their lives underground they are fascinated by the weather, and keep meticulous notes on it day in and day out.;
Is scared of horses. He will never ride one because they're 'so high up'. Oddly enough, he's fine with climbing mountains.;
Claims they can read the history of a stone simply by touching, licking, and examining the stone closely. Then creates elaborate stories for said stone (which may or may not be exaggerated). Will do this for stone buildings, random pebbles, mountains, any stone really.;
Secretly appreciates elven made weaponry and dreams of learning from a master elven smith.;
There best child hood friend was a goblin, this is never revealed, would hide and play with the goblin growing up. Stories of their adventures are flavored as though the goblin was an imaginary creature.;
Was friends with a half-orc as a child. Now has a very soft spot for them. Will fight orcs to the death no problem.;
Always has to sleep with a rock under there pillow, otherwise they have a horrible nights rest, and wake up on the wrong side of the bed the next morning.;
Is very understanding that not everyone can grow a beard, but scoffs at those that shave butcher their own beards.;
Claims that they are fastest dwarf alive, and that they can move more than 25ft in a turn. ;
Has 15 siblings. At least one drops in unannounced every week, and they fill up the house/hut/guild hall during the holidays.;
Carries a peculiar small stone golem with rubies for eyes. claims it is just a doll from his/her childhood mountain, but attunement and magical energies suggest otherwise.;
Old dwarf (350-380 years old) wears a pair of spectacles with stone rims. Handcrafted and very old. Emblazoned with rubies and lesser gems. Grants low-light vision only in caves and mountain passes.;
Honors their deep dwarf roots by lighting the end of their braids or moustache on fire before battle to intimidate enemies.;
Regrets serving their old god and is looking for a new one.;
Treats all Gnomes and Halflings as Dwarf babies.;
Dwarf is an avid wrestler, both the sport and the scripted spectacle. Knows all the underground wrestlers and where/when the biggest matches will be held. Goes every chance he gets.;
Won't eat anything that is not 'Dwarven Cuisine'.;
Is convinced that everything good was invented by dwarves - and likes to tell this to anyone, willing to listen or not.;
Thinks magical classes are unworthy. A real fight has no shortcuts. Always makes puns about magic users and how they are not able to do things the ordinary way.;
Plays bagpipes at sunrise every holy day of the week.;
Immediately becomes friends with people who paysfor his drinks.;
Dwarves are a short but stocky race that inhabits Frozen Empire. What a regular dwarf lacks in in height, he makes up for in bulk, weighing as much as a mature human. Dwarven males are a bit taller and heavier than their female counterparts.;
Male dwarves are often bald and grow thick facial hair, which is sometimes used to display social status. Unusually for humanoids, both sexes naturally grow ample facial hair, though the majority of shield dwarf females shave their beards off.;
Dwarves are usually portrayed as skilled engineers, and almost always have a special password, usually Lali-ho! or something similar. Depending on the game, they may have a friendly or hostile relationship with the Elves, or none at all.;
Claims to be a heir of a former king but he is not.;
This dwarf has multiple spouses.;
Because of their upbringing, they start every fight by throwing a stone. Either to incapacitate an enemy or distract them. 'I'll stop doing it when it stops working.' is their response.;
Thinks the end of days will come in their lifetime. Thus, they are extremely cautious to engage in anything that comes with a long-term commitment.;
Missing a quarter of his hair from dragon fire. Still pissed about it.;
Dwarves are very similar to Humans but shorter. Many males wear long beards and live in mines, although some of them are known to live outside the mountains and even on islands.;
It is unknown if dwarves survived disease coming and the ensuing calamity.;
Doesn't believe in orcs. He thinks those are just tall humans who work out.;
Protects women with vastly more valor than men, even when he risks his own life.;
Uses his first bonus action in combat to taunt enemies (deception roll).;
Bakes his own bread. Doesn't trust 'that elf' and his baked goods.;
Likes fishing. Can often be found sitting by a lake or a river and fishing... while drinking obviously.;
Doesn't like spending gold. Will always try to trade items first (I'll give you my biscuit for your ale).;
Thinks gems can predict the future. Emeralds are unlucky and finding them in a dungeons only means doom is ahead. Rubies mean strength and a good omen. Sapphires mean someone will need your help, and so on.;
Hates the sound of metal clanking as he grew up next to a blacksmith, who would at odd hours, which would keep him up at night. He sleeps with ear plugs when in the city.;
Dwarves can live to be more than 400 years old, so the oldest living dwarves often remember a very different world. For example, some of the oldest dwarves can recall the day, more than three centuries ago, when orcs conquered the fortress and drove them into an exile that lasted over 250 years. This longevity grants them a perspective on the world that shorter-lived races such as humans and halflings lack.;
Dwarves are solid and enduring like the mountains they love, weathering the passage of centuries with stoic endurance and little change. They respect the traditions of their clans, tracing their ancestry back to the founding of their most ancient strongholds in the youth of the world, and don't abandon those traditions lightly. Part of those traditions is devotion to the gods of the dwarves, who uphold the dwarven ideals of industrious labor, skill in battle, and devotion to the forge.;
ELF;
Elves are generally considered one of the most beautiful races. They are slightly shorter and more delicate than humans and are not as hardy. Elves are a rare sight on the sword coast perhaps because they prefer the wild to human cities. While they are well known as a cheerful and frolicsome race, many elves, especially drow, are as surly as dwarves or as prideful as humans.;
They are said to have the most beautiful voices of all kinds. This makes them highly sought after by bards.;
Elves tend to be taller and slimmer than humans. Their features are finely chiseled and delicate, and they speak in melodic tones. Elves are looked upon as being frivolous and aloof. They concern themselves with natural beauty, dancing, frolicking, and other similar pursuits. Their humor is clever, as are their songs and poetry. ;
Humanoid, long pointed ears, taller than humans.;
The Elves are a peaceful race that reside in their kingdom. Their leader is the Prince of Elves.;
An elf is a type of supernatural being.;
Elves stood on average 1.7-2.0m and weighed 60-77kg. Usually, true elves were a naturally slender and athletic race. Elves had a similar range of complexions to humans, with wood elves typically coppery or pale skinned and wild elves having darker pigmentation. Often, elven hair was dark, either brown or black, with copper red or blond hair also found amongst wood elves, although orange or even green hues were not completely unheard of. Elven eyes are commonly brown, hazel, or an emerald green. Elves, like their cousins, were fair and beautiful, handsome, and had pointed ears and no body hair except eyebrows, eyelashes, and hair.;
Elves commonly possessed strong but swiftly passing passions, being moved easily to laughter, anger, or misery and as quickly calmed. They were known for their impulsive behavior and, as a result, many races saw them as flighty or impetuous. However, elves were not as flaky as others might interpret them to be, and they were typically responsible despite their almost whimsical nature. Partially due to their long lifespan (though not entirely, since many long-lived races acted differently), elves had difficulty taking some matters as seriously as other races, but when threats they recognize did arise, elves were strong friends and allies to those they were loyal to.;
Elves tended to make strong and uplifting friends. Most elves loved simple joys such as dancing, singing, footraces, or contests of skill. They had a natural aversion to that which they saw as uninteresting tasks and were fun-loving by nature. However, despite how unpleasant some things such as war could be, elves became grimly serious if a threat to their friends, family, or livelihood made such actions necessary.;
Elves occasionally also were benevolent and helpful.;
Other namesof the Elves: people of the Stars, Firstborn, Elder Children.;
Elves are immortal.;
Elves typically live in forests, and are close to the land. In the game itself, many elves produce additional mana. Most elves look much like humans, only with pointed ears. Some types of elves have very distinctive physical features, however, such as blue or green skin or elongated limbs.;
Most elves live far longer than humans, but it's unclear exactly how much. Elves not only live far longer than humans but also mature faster it is unknown if this is common to all elves or just those of the Enchated Forest.;
They are tall, agile, graceful, wise, fair.;
Taller than average height of Mankind. Males taller than females.;
Some elves tend to have a more powerful and muscular build than other elves.;
Enchanted Forest's elves carry weapons and wear armor made from an ancient, bronze-like metal. Each weapon is custom smithed for a single elf and is carried through that elf's lifetime, then melted down and re-shaped for the next generation.;
The elves of Enchanted Forest are deeply in tune with the flow of aether and the subtle ways it influences and shapes the natural world. Their inventions are inspired by nature and in turn they inspire others, offering a vision of progress that is elegant, efficient, and harmonious with the aether patterns. While most of them are not aligned with the consulate, several live in distant places and support its infrastructure, seeking to preserve the status quo and allow the aether cycle to turn. Only in rare cases do they take part in politics or resistance movements. In exchange, the consulate grants them large judicial autonomy. Elves are tried under the Sunny Path, an ancient code of conduct that has a variety of laws and punishments that seem minor to outsiders, but are viewed as harsh by the elves themselves.;
The Elves of Enchated Forest rely on exquisite fighting techniques in combat and are known for crafting elegant and durable weapons. Although elves are less charismatic than other champions, the crowd of different lands loves watching them for their sheer fighting artistry. The stadium was founded through the patronage of elven founders.;
Unlike other elves, Dark Elves are a brutal race of supremacists who hide their savagery behind a facade of beauty and sophistication. They are obsessed with physical attractiveness and believe that those who do not meet their standards of perfection (including all races other than themselves) deserve nothing but extermination. The elves divide themselves into numerous tribes and castes, the most powerful of which is the Great Tribe. Dark Elves are tall and thin. They have ram-like horns (males' horns being longer than females'). ;
Dark Elves have a pair of big horns growing from their foreheads. They are primarily associated with the worshipping of the Moon Gods.;
The elves of Enchanted Forest are a highly adaptive race that makes their homes in the treetops. Natural risk-takers, the elves have a strong survival instinct and fearless demeanor, making them well suited for life on this dangerous plane. They lack a formal religion, instead, they practice forms of mysticism as well as communing with the spirits of their ancestors and talking with gods.;
Elves have pale complexion.;
They may have differen hair colors, like: black, silver,  gold, blonde, golden, silver.;
Weapons are typically swords and bows.;
Elves were immune to illness and not subject to age after reaching their prime. They could be killed only in violence or by extreme despair.;
Elves are light of foot, can travel long distances without leaving tracks, and often can walk lightly across snow where the boots of Men would sink;
They do not require sleep, but are able to enter a waking meditative state to regain their strength which means they can be exhausted and tire.;
Although the Elves are more resistant to adverse environments and lack of food than Men, they can succumb to them thus Elves do require sustenance.;
Elves had keener senses than Men. They were slender,  graceful yet strong, and were resistant to extremes of nature, illness and disease. ;
They detested all evil and were usually more resistant to being corrupted than Men, unless evil tricked them with fair form.;
Elves come of age at around fifty years old, and generally marry around this age. Elves who marry late or never are said to have strange fates. Elves can tell in the eyes and voice of another Elf whether they are married, and it is against an Elf's nature to take another by force; one so forced would reject bodily life and die. Because of the union of souls that occurs when Elves marry, and because of the eternal nature of Elven souls, they do not divorce or have multiple marriages. Elves have a taboo against incest, but marriage among second cousins is seen as acceptable.Whether this results in degradation from strong bloodlines is unknown.
Strengths: Wise, honorable, honest, well known and liked, idealistic, tactful, polite, patient, good listener, and a bit mysterious.;
Thinks a lot! Often looks to books for answers instead of within. He needs his space once in a while, which sometimes comes across quite rude.;
Strong ability to control nature. Great with animals but especially Treants (rare).;
Favorite things: Antiques of any kind, books, feathered pens and quality paper, dragons, and anything connected to dragons.;
He is thoughtful, sensitive, and helpful. He has the patience and compassion needed to be a good dragon trainer. He is very knowledgeable about dragons, and his connection with them makes him a valuable elf to have around. His friends often come to him for treant-related advice, which he is always happy to give. He gives many compliments. Some might interpret this as flirting, but maybe he just sees the good in everyone around him.;
He has purple hair that is kept neatly combed. He also has turquoise eyes, a dark complexion, and two Elf Tattoos - one, a geometric design on his cheek, and the other, a pattern of swirls on his shoulder.;
He sports a dark green tank-top with brown, geometric shapes on it. The sash that he wears across his shirt is light-brown, and mostly consists of thin straps. The part that covers his right shoulder is thicker, with a feathered pattern, and has a purple emblem on it. He also wears black pants.;
He has the attitude and insightfulness of a mage destined. Like his brother, he bears the Curse, and this curse has made him frail and sickly from the moment of his birth. Were it not for the many medical remedies and magical potions bought at great expense to keep his strength up, he would've died many years ago. It was only the love and care of his brother  and the elderly which saw him pull through this rough childhood. ;
This sword was forged by him, a powerful weapon to protect himself as he began the perilous quest to rescue his brother. It is charged with crackling energy that rends apart those struck by its shining blade.;
In times of great need, he can call upon the full power of his sword. Doing so allows him to unleash a fearsome barrage of magical power, or else dissipate dangerous sorcerers energies before they spiral out of control, but also leaves himself badly weakened.;
Though seemingly fragile, this well-worn heirloom has seen a thousand battles and will see many more.;
Since his sickly childhood, he has carried supplies of these revitalizing tonics wherever he goes. ;
She is the water elf with an adventurer at heart. She is a sensitive daydreamer, who is not afraid to follow her dreams and loves to sail the Ocean. With her quiet bravery and wisdom she is pretty popular, and her empathetic, nice and patient personality makes her an important element in a group.;
Controls bodies of water: the sea, lakes and waterfalls.;
Confident, helpful, nurturing and wise.;
A bit quieter than the rest, and can be quite stubborn at times.;
She controls water and has a special relationship with all water animals; she is quite powerful for her age. She can make others feel special.
Favorite things: Adventures, maps, friendship, animals and board games, sailing and spending time in the spa.;
She might be a little more reserved than her friends, but when encouraged to, she will let loose and join in the fun. She seems to have stage fright, feeling uncomfortable with dancing in front of her friends, or talking in front of a camera. She doesn't seem to have as much thirst for adventure as her friends, avoiding scary situations that can potentially lead to danger (such as exploring a cave.) Although she might prefer to spend time at her relaxing and peaceful spa, she would never let a little thing like fear stop her, and won't hesitate to go on a mission.;
He is an earth elf - through and through. He is very grounded and has a strong bond with all earth and rock materials. He likes to see himself as the leader of the group, but he is really more a caring, nurturing type than captain material. He is very attached to his home and the plants he takes care of there.;
Elves commonly possessed strong but swiftly passing passions, being moved easily to laughter, anger, or misery and as quickly calmed. They were known for their impulsive behavior and, as a result, many races saw them as flighty or impetuous. However, elves were not as flaky as others might interpret them to be, and they were typically responsible despite their almost whimsical nature. Partially due to their long lifespan (though not entirely, since many long-lived races acted differently), elves had difficulty taking some matters as seriously as other races, but when threats they recognize did arise, elves were strong friends and allies to those they were loyal to.;
Elves tended to make strong and uplifting friends. Most elves loved simple joys such as dancing, singing, footraces, or contests of skill. They had a natural aversion to that which they saw as uninteresting tasks and were fun-loving by nature. However, despite how unpleasant some things such as war could be, elves became grimly serious if a threat to their friends, family, or livelihood made such actions necessary.;
Elves had a number of abilities that set them apart from other humanoid races. Elves were agile, dexterous creatures. However, elves could move slightly faster than their eladrin kin and could move swiftly through even the roughest terrain. Elves were also more preternaturally aware of their surroundings than eladrin, as well as possessing better common sense. This aided elves in many ways, allowing elves a high degree of perceptiveness that they could lend partially to allies. Additionally, elves were extremely accurate in their attacks, having a degree of precision that would be unusual for other humanoids.;
Elves matured at roughly the same rate as humans, though they were not usually considered past adolescence until they reached 110 years of age. Unlike humans, elves did not age dramatically as their lifespan came to a close, with the most obvious changes being a change in hair color, alternatively graying or darkening. Most elves remained healthy and full of life up until their death, which, if age-related, was usually between two and nine centuries.;
He is a lot stronger, both magically and personally than he thinks, responsible, kind, reliable, helpful, giving.;
Worries too much, can't help but collect things, doesn't always see social patterns clearly, very cautious in potential dangerous situations, gets in fights over leadership.;
He has a special bond with nature (on land), can make anything grow and thrive, can magically talk to plants and animals, is physically strong.;
Favorite things: Nature, plants, animals, musical instruments, seeds, bags, tools.;
He is logical, loyal, and down-to-earth. He will sometimes burst into long motivational speeches that the others tend to ignore. A stickler for safety, he will pay attention to rules and details that may escape his friends' notice. Even when he doesn't have all the answers, he will try to act like he knows what he's doing, so that the others will look up to him for leadership. He especially likes to eat delicious pastry foods made by the local elf.;
He has dark-brown hair that is slightly tousled. He also has light-green eyes, a fair complexion, and two Elf Tattoos - one, a green zigzag on his cheek, and the other, the earth insignia (a leaf with three points) on his shoulder.;
She was banished to the Specular Waters by her closest friend, and can now only speak through the waters of Specular Fountain. Supposedly, her friend created the Specular Waters as a gift for her, when in reality it was nothing more than a trap. She has been banished for so long that she is thought to be nothing more than a myth. The Legend of she is a tale that elves tell children to frighten them. But as she prepares to put her schemes into motion, the land of elves will soon realize that this dangerous foe is all too real.;
She has long black hair tinged with teal at the ends, which flows freely down her back. She also has piercing teal eyes, a pale complexion, a reddish-pink lip color, and a swirling black crown on her forehead.;
As a Dark Elf, her long black dress has a bat-shaped design on the torso in teal and pale-yellow. There is another bat-shaped design at the bottom of her skirt, solely in teal. Grey swirls surround these bat-emblems. The left side of her dress is long-sleeved, while the right side is sleeveless. To complete the look, she dons a teal cape with a jagged, bat-like finish at the bottom.;
Elves are a magical people of otherworldly grace, living in the world but not entirely part of it. They live in places of ethereal beauty, in the midst of ancient forests or in silvery spires glittering with faerie light, where soft music drifts through the air and gentle fragrances waft on the breeze. Elves love nature and magic, art and artistry, music and poetry, and the good things of the world.;
Elves are wonderful. They provoke wonder. Elves are marvellous. They cause marvels.Elves are fantastic. They create fantasies. Elves are glamorous. They project glamour. Elves are enchanting. They weave enchantment. Elves are terrific. They beget terror. The thing about words is that meanings can twist just like a snake, and if you want to find snakes look for them behind words that have changed their meaning. No one ever said elves are nice. Elves are bad.;
The Enchanted Forest's elves are long-lived even for elves. Those who avoid death can easily live to be a thousand years old. These elves are revered millenaries and their personal memories often outstrip the accuracy and depth of human accounts.;
The elves of the Enchanted Forest allied with one druid in the war against wizards.;
The Enchanted Forest's elves were great allies of the forces of good. Their culture produced many explorers, and their magic was attuned to every color of mana. The Enchanted Forest's elves organized into numerous different clans, each with their own leaders, called exarchs. Many Enchanted Forest's elves, followers of the human wizard, immigrated to the southern continent.;
The elves of the wilds part of Enchanted Forest have little in common with their kinfolk who have stayed in the Realm. They wear crowns of flowers and leaves in their hair and have clothing woven of flax and thistle. They are adept at hiding among the trees and attuned to the mana of the forests. Some of these elves actively hunt humans, just as they hunt deer and boars in the forest. Some call themselves knights, though the Realm would not recognize them as such. They ride giant foxes and wolves so they can bound through dense forests faster than any horse.;
There are many racial divisions of elves: gold elves, dark elves, moon elves, sea elves, wild elves, and winged elves. Elves are generally liked and even admired by humans and are easily accepted into their society. The same cannot be said for dwarves some of whom despise elves on principle.;
Winged elves have feathered wings and are capable of flight. They are more delicate than their earth-bound cousins, with hollow bones to aid their flight. They have pale skin and slightly larger than normal eyes.;
Elves are immortal, in the sense that they are not susceptible to aging and disease.;
Elves are immune to illness and not subject to age after reaching their prime. They could be killed only in violence or by extreme despair.;
Elves are very similar to Men. Unlike Men, however, they are immortal, in that their bodies do not age once they have reached maturity, so that they do not seem to become elderly or die of old age. They can be killed by physical injury however, or they may come to death from wasting away if after long eons of life they lose the will to live. ;
Elves come of age at around fifty years old, and generally marry around this age. Elves who marry late or never are said to have strange fates. Elves can tell in the eyes and voice of another Elf whether they are married, and it is against an Elf's nature to take another by force one so forced would reject bodily life and die. Because of the union of souls that occurs when Elves marry, and because of the eternal nature of Elven souls, they do not divorce or have multiple marriages. Elves have a taboo against incest, but marriage among second cousins is seen as acceptable. Whether this results in degradation from strong bloodlines is unknown.;
Elves are (generally) unusually beautiful in face and body. There is little physical difference between males and females except that which is required for reproduction. They have far better vision and hearing than Men. They also have skills and abilities beyond what is possible for Men, and many can craft seemingly magical objects. Elves possess ethereal grace and various powers. Elves are light of foot, can travel long distances without leaving tracks, and often can walk lightly across snow where the boots of Men would sink.  They do not require sleep, but are able to enter a waking meditative state to regain their strength which means they can be exhausted and tire. Although the Elves are more resistant to adverse environments and lack of food than Men, they can succumb to them thus Elves do require sustenance.;
Elves can live well over 700 years, giving them a broad perspective on events that might trouble the shorter-lived races more deeply. They are more often amused than excited, and more likely to be curious than greedy. They tend to remain aloof and unfazed by petty happenstance. When pursuing a goal, however, whether adventuring on a mission or learning a new skill or art, elves can be focused and relentless. They are slow to make friends and enemies, and even slower to forget them. They reply to petty insults with disdain and to serious insults with vengeance.;
Elves take up adventuring out of wanderlust. Since they are so long-lived, they can enjoy centuries of exploration and discovery. They dislike the pace of human society, which is regimented from day to day but constantly changing over decades, so they find careers that let them travel freely and set their own pace. Elves also enjoy exercising their martial prowess or gaining greater magical power, and adventuring allows them to do so. Some might join with rebels fighting against oppression, and others might become champions of moral causes.;
FAERIE;
Faerie is a mythical being of romance usually having magic powers. It can appear as a creature typically having bright, shining clothes and hair.;
Freckles are really just the kisses of faeries.;
Faeries love honey cake, milk, nectar, and sweet butter.;
Faeries watch over and protect the natural world: woodlands, trees, rivers and growing things.;
Many faeries like to play practical (and sometimes not-so-practical) jokes on humans and even each other.;
Iron negates a faeries' magical powers and causes them pain.;
A sudden chill breeze, or ripples across the surface of water, are often indications that a faerie is nearby.;
Faeries can live to be hundreds of years old.;
Faerie is creature type used for cards that depict creatures with human appearance, often small stature, magical powers, and a penchant for trickery.;
The earliest, and most common, faerie in Lovey-dovey Land are winged humanoid creatures of diminutive size (sometimes a foot in height or smaller) that are renowned for being great lovers of mischief. These faeries exist through the multiverse. These are also sometimes known as fae, pixies or sprites.;
Big Faerie introduced larger sized Faeries, which inhabit the Wilds of Lovey-dovey Land alongside the smaller winged type. ;
Fire sprites are faeries who can cast fire spells and are perpetually surrounded by a flaming aura. They were summoned by the other elves while fighting.;
Faeries collect unusually valuable things: coins of fallen empires, baby teeth, and memories of treasured name.;
The fae of Lovey-dovey Land lead short, flitting lives in pursuit of gossip, diversions, and amusing intrigues. But faeries can also be carelessly cruel, capricious, and vindictive. The faeries travel in small groups of three to six called cliques. It is thought that faeries do not dream, which would explain why they spend so much time harvesting the dreams of others. Faeries can distill these stolen dreams into sparkling energy that they carry around with them.;
Wingless Lovey-Dovey Land faeries are called groundlings.;
Faeries are magical by nature and live in magical, pink biom called the Lovey-dovey Land.;
The oldest and strongest faeries are fallen angels.;
Faeries are quick to do you a favor and even quicker to demand payment for it.;
Some faeries are helpful. They guide travelers who are lost in the forest back towards home. They help with household chores, often going to work overnight, so that their hosts wake up to a happy surprise. If they are particularly fond of you, they might even lead you to treasure, give you magical gifts, help you win your true love hand in marriage, or cast a lucky charm over your life.;
Others are mischievous. They delight in misleading travelers or luring them into exhausting dances that go one for days. They also like to taunt domestic animals, pinching horses to make them gallop, stealing milk from cows, and playing cat-and-mouse with cats.;
It's important to be aware that most faeries have fluid personalities. They can go from helpful to mischievous quickly, and despite their cleverness, they don't have to have a reason for their decisions!;
As magical creatures, faeries have almost unlimited power. They can fly. They can make flowers bloom. They can conjure up gold. They can glow in the dark. They can create and cast new charms for any situation, and their curses can last for hundreds of years.;
Faeries come in many forms, and have been described as magical and mischievous beings from the realm next door. This realm is considered another dimension or reality. Faeries have been classified into two groups - one consisting of light faeries and the other dark ones. However, there have not been many details about identifying faerie classes.;
Faeries appear as beautiful creatures with pointed ears and glossy thin skin. This is however just an illusion to appeal to the dominant species of their current dimension. In reality, dark faeries are much less attractive, appearing similar to wood elves or goblins. Faeries are super-humanly strong and durable. They possess longevity but are not outright immortal.;
The most common faeries are associated with one of the six elements. The elemental faeries can control the forces of earth, air, water, light, fire and darkness.;
The Fair Folk are known for their unearthly beauty, many faeries said to be extremely attractive with delicate and regal faces. Though they mostly resemble human beings, some have extraordinary features such as wings, horns, oddly colored-eyes or skin. A common aspect among them is their pointed ears. Faeries commonly incorporate flora and multiple forms of vegetation as part of their ensemble.;
As time typically flows differently for them and in their realm, they are very long-lived and become only more artful and powerful as they age, though they are not immortal.;
They are known for their cunning and their cruel sense of humor, and they especially delight in tricking other creatures. Therefore, even though their land is beautiful, hardly anyone goes there. They frequently seek to bargain with others, offering someone their heart's desire but failing to mention that the desire comes with a terrible cost. They are committed to notions of honor and etiquette, and while faeries always exactly follow the letter of any promise they have made, they deliver these results with great irony and often use clever wordplay to their advantage in order to create loopholes.;
The Fair Folk are also unable to lie. They might, however, tell what they believe is true, even if it is not. They may also expertly weave lies into sentences by using methods such as not telling the whole truth, letting others assume things, or not correcting the people with whom they're speaking. Faeries are also capable of manipulating one another.There have apparently been times when these either playful or serious manipulations, specifically resulting from problems or conflicts between rival courts, bleed into the world.;
Despite being described as dangerous, she does not appear to be evil, as she was willing to help an orphaned, and advise them to avoid a dangerous supernatural being. She is very mysterious and reclusive, avoiding others.;
Long red hair, emerald green eyes, shirtless, red and purple rings around his left arm, yellow petal like pattern pants, black lining on top, barefoot;
She has large, glowing green eyes, dark green hair and pale green, leaf-like wings. Dressed in a long dark green cloak, she can blend into the forest. She lives in Lovey-dovey Land, the beautiful and colorful land of all faeries;
She was a dark faerie, however, she was not evil. Some magic hypnotized her and she was forced to help free the great enemy, an ancient beast of magma awakened from a volcano. The amulet was guarding was destroyed and she was no longer under the enemy control, she then was erased from existence. ;
It is speculated that they all have a number of common abilities within them, like magical knowledge (being able to cast magic thanks to their knowledge and nature), invisibility (as they can hide from humans who have not been to the faerie Realm), enhanced strength, possibly immortality, and telekinesis (the ability to move objects with their minds). However, special abilities could also be limited to some kind of faeries, like flying (as tinks have wings).;
Some faeries have the ability to send someone pleasant dreams. It is considered a faerie gift.;
Faeries have long life spans, longer than other mortals and have the ability to choose when they die. They live in Lovey-dovey Land and don't migrate to other lands by their wings, only by teleportation skills.;
They are strongly magical and some of them are even immortal.;
